message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"把握開會前黃金時刻，三步驟教你「省時又省錢」享受美味早餐！
步驟一：前往 http://goo.gl/CsTEor 看本週早餐優惠
步驟二：準備好50元銅板，手刀到肯德基門市大聲喊：「我要一個吮指嫩雞蛋烤餅套餐！」
步驟三：品嚐最受歡迎的LAVAZZA好咖啡，讓你精神百倍，思緒都完整！",2016-09-26T16:00:02+0000,link,14,324273577645211_1287857697953456,3605,false,false,ranked,14,false
"一年一度週年慶來臨！搶便宜計畫就從早餐啟動
CP最高的早餐就在肯德基早餐天天省，美味餐點總匯歐姆蛋燒餅，搭配義大利最受歡迎的LAVAZZA好咖啡，CP值簡直高到爆錶！　
更多早餐優惠→ http://goo.gl/Y23rgV",2016-09-20T07:00:00+0000,link,17,324273577645211_1281299441942615,3071,false,false,ranked,9,false
"公益大使六月玩給你看！「創意紙雕互動捐款裝置」在肯德基台大店喔～
愛的力量讓我們更自信美麗，跟著爺爺集結銅板力量，一塊拉起愛，讓愛樂無窮！

#一塊拉起愛　
#KFC",2016-09-20T06:03:30+0000,video,12,324273577645211_1281371288602097,142,false,false,ranked,6,false
"揭曉今日首播大明星－六月！俏媽咪＂六月＂到現場擔任公益大使啦！氣氛真是愛滿滿又心暖暖😊據說做愛心可以幫助恢復身材???答案就在live裡～
#一塊拉起愛
#KFC",2016-09-20T05:15:53+0000,video,7,324273577645211_1281326588606567,174,false,false,ranked,6,false
"大消息！肯德基支持公益首次直播獻給『一塊，拉起愛』守護台灣貧童成長夢，稍後還有神秘嘉賓登場！好期待喔～～～
#一塊拉起愛　
#KFC",2016-09-20T04:45:32+0000,photo,1,324273577645211_1281297158609510,107,false,false,ranked,1,false
,2016-09-19T09:33:54+0000,video,,324273577645211_1280454412027118,992,false,false,ranked,25,false
"📢📢不可不知🌴南洋渡假激推攻略
不用護照，不帶行李，只要肯德基
大口咬下沙嗲烤雞，爽度破表絕對著迷💘✈賞味限定>>http://goo.gl/Na9Nee
#南洋沙嗲烤雞 #KFC #一吃到南洋 #南travel",2016-09-18T16:00:08+0000,link,23,324273577645211_1273902499348976,1936,false,false,ranked,10,false
"中秋烤不停~來點新鮮貨！
濃郁沙嗲帶咖哩香氣 南洋沙嗲烤雞  咬下就一口著迷
別說小編暗藏👉👉南洋多人餐 烤雞炸雞蛋撻飲料通通有
已餓立即購>>https://goo.gl/xI8nIQ

 #南洋沙嗲烤雞  #KFC  #中秋",2016-09-16T02:00:00+0000,photo,19,324273577645211_1274989549240271,335,false,false,ranked,6,false
"【中秋連假，就該悠閒的吃頓早餐】
迎接美好的中秋假期，就從美味的早餐開始吧~
肯德雞帶餐天天省，陪你吃出一天連假好心情！
(連玉兔都偷跑來了…)
更多早餐優惠→ http://goo.gl/V7yqWl",2016-09-15T00:00:00+0000,link,15,324273577645211_1275015592571000,2496,false,false,ranked,12,false
"【早餐省$經濟學，開課囉！】
早餐吃的營養不用花大錢~
皮酥肉嫩多汁的吮指嫩雞與新鮮嫩蛋，補充一天所需要的蛋白質。
配上一杯義大利最受歡迎的LAVAZZA好咖啡，套餐只要$49元起！
更多早餐優惠→ http://goo.gl/3tNvGe",2016-09-14T10:00:00+0000,link,53,324273577645211_1275015125904380,2570,false,false,ranked,14,false
"~防颱必吃👉👉南洋沙嗲烤雞~  讓你中秋烤肉瘋不怕👏👏
迎接連假，中秋逗陣呷！>>https://goo.gl/nXwukv

#南洋沙嗲烤雞 #KFC  #莫蘭蒂沒人在快轉向 #中秋",2016-09-14T09:00:00+0000,photo,8,324273577645211_1274937189245507,227,false,false,ranked,4,false
"【截圖分享-南洋風味餐限時$159】
肯德基讓你免出國就能享受道地的南洋美食！
烤雞*2+咔啦雞腿堡+可樂(小)*2 價只要159元，這麼好康的優惠一定要跟最麻吉的好友一同分享
活動時間自2016/9/13-10/10止
★出示截圖即享優惠★更多優惠券：http://goo.gl/VwKI1m",2016-09-13T16:00:01+0000,photo,668,324273577645211_1273994949339731,14081,false,false,ranked,205,false
"冰斗啦！連玉兔都抵擋不住的萌美味
肯德基「草苺起司冰淇淋大福」中秋優惠開跑！

即日起憑此K-14優惠券，可享大福每顆$39
桶/套餐加點兩顆只要$70，買越多越划算！
今年烤肉的百搭組合，就決定是你了！(Gotcha)

肯德基餐廳查詢：http://goo.gl/6ptzfS",2016-09-13T11:29:34+0000,photo,40,324273577645211_1274081145997778,299,false,false,ranked,17,false
"【9/27肯德基 颱風外送說明 】

因應颱風襲台，為保障外送服務人員人身安全，如地方縣市政府宣布停止上班時，肯德基該縣市門市將暫停外送服務，僅保留外帶/車道/內用/網路預訂快取服務。
停班停課縣市的餐廳，將視情形提供部分限定餐點，謝謝您的體諒！

肯德基網路訂餐：goo.gl/epXOJF",2016-09-13T04:00:00+0000,photo,122,324273577645211_1273949602677599,2931,false,false,ranked,48,false
"大烤來襲！風吹雨淋不用愁！ 👍  👍
中秋烤肉來點新意吧！💖 💖
KFC南洋香聚餐讓你輕鬆成為聚會之星   🌟
👉 💖中秋就推這一味>>http://goo.gl/CVjUeL

#南洋沙嗲烤雞 #kfc #中秋法寶",2016-09-12T11:43:03+0000,photo,13,324273577645211_1272926529446573,291,false,false,ranked,3,false
"0909該放鬆久久   #南洋烤肉食堂  開張慶 
周五~日來購買「南洋沙嗲烤雞🐔」套/桶餐+FaceBook打卡 👍就能免費兌換台啤蜂蜜啤酒喔！   
 🐔活動門市：KFC台北八德門市 (台北市八德路一段64號)
 🌴活動至2016/10/10止
 贈品每日數量有限，錯過隔天再來拼 ❗  ❗  ❗
 🌴活動辦法請上
http://www.kfcclub.com.tw/NewsDetail-53.html
#KFC #南洋沙嗲烤雞 #南洋烤肉食堂",2016-09-09T10:32:25+0000,photo,5,324273577645211_1269339869805239,89,false,false,ranked,3,false
"【KFC 讓你的荷包更省一籌！】
肯德基早餐天天省套餐只要$45元起！享受每日現做的美味~還有義大利LAVAZZA咖啡喚醒你的美味義識！
更多早餐優惠→ http://goo.gl/eJgSYv",2016-09-05T16:00:02+0000,link,36,324273577645211_1264640016941891,3445,false,false,ranked,24,false
"沒想到，99群星餐能帶給插畫家-吃到飽 這麼多內心小劇場呀!
#小編也需99群星餐來療癒內心",2016-09-05T07:30:59+0000,photo,,324273577645211_1264515063621053,7931,false,false,ranked,57,false
"【外送九月限定-中秋歡聚限時特惠599】
肯德基網路外送優惠餐!中秋聚會最佳食光
十塊雞桶+一盒原味蛋撻禮盒+兩包小薯+一份四塊上校雞塊+1.25L瓶裝可樂優惠價$599。
優惠代碼【30005】網路/電話外送皆適用!

網路優惠使用流程:
至 http://goo.gl/9MUrfR > 點選網路外送> 填寫地址與送達日期時段> 於選擇餐點頁，點選左邊分類的活動專區(EVENT)> 輸入代碼30005> 選購優惠餐點",2016-09-01T16:00:00+0000,photo,244,324273577645211_1260116954060864,3469,false,false,ranked,190,false
"出門抓寶，總是收獲滿滿，卻餓了肚子！？

別讓肚子受委屈，肯德基預訂快取💻📱，免排隊免等待，抓寶同時補充滿滿能量 💪💪💪，滿額$169/$439再享好禮三選一！

抓寶吃飽一起滿足 👉 http://goo.gl/6Req6u",2016-08-31T16:00:01+0000,link,82,324273577645211_1258967994175760,9815,false,false,ranked,55,false
"粉紅控注意❤網友拍照「粉美味」的賣萌重點揭曉👇

肯德基「草苺起司冰淇淋大福」口碑好評👍熱賣中
今夏讓你隱藏的少女心爆發～凍免條想拍照的好單品！
草苺果粒×濃郁冰淇淋×Ｑ彈口感 (稍候五分鐘可回Q唷)
加點兩顆只要$70！快快TAG好朋友～一人一顆牽手賣萌😘
👉限量販售倒數優惠 http://goo.gl/4NvaMm",2016-08-31T16:00:00+0000,link,183,324273577645211_1259011020838124,24244,false,false,ranked,167,false
"享受舌尖上的異國情調吧！「南洋沙嗲烤雞」期間限定，新品嚐鮮價只要$99!!
☑出示畫面編號K-19享優惠~\(^.^)/，
☑優惠期間至2016/10/10止

#南洋沙嗲烤雞 #kfc #中秋法寶",2016-08-31T10:53:09+0000,photo,69,324273577645211_1259084800830746,459,false,false,ranked,18,false
"🌴🌴南洋沙嗲烤雞🌴🌴TVC搶先看！
美味光聽吃的聲音就知道！
人聲如何譜出動人南洋風旋律 ~ 20秒速成班敬請期待 👏👏
#南洋沙嗲烤雞 #KFC #FLG",2016-08-31T04:12:35+0000,video,13,324273577645211_1258828827523010,129,false,false,ranked,1,false
,2016-08-30T09:02:57+0000,photo,,324273577645211_1258003637605529,9645,false,false,ranked,46,false
"肯德基$99群星餐新上市！這次有堡/捲兩款主餐可選擇，「美式煙燻薯餅雞腿捲」或 「德州辣醬經典薯餅雞腿堡」，搭配「香酥脆薯」+「金黃脆腿條」+「可樂(小)」；新主餐、新風味、滿足升級只要$99！

「美式煙燻薯餅雞腿捲」將鮮嫩多汁的現炸雞腿肉，搭配外酥脆內柔軟的衝浪板薯餅，抹上用蔬菜熬煮、風味濃郁的美式燻烤醬，用嚼勁十足的捲餅包起來，烙烤出微微焦香，讓你一口咬下多層次美味！喜歡捲餅的粉絲不要錯過囉～

＊免費升級中可嘗鮮券：http://goo.gl/XYsuu2",2016-08-30T03:03:21+0000,video,92,324273577645211_1257735280965698,2917,false,false,ranked,143,false
,2016-08-30T02:36:45+0000,photo,9,324273577645211_1257752547630638,233,false,false,ranked,7,false
"登愣！烤肉烤到灰頭土臉 連嫦娥玉兔都哭哭！
賣烤！肯德基-南洋沙嗲烤雞立馬解圍！
中秋就推這一味>>http://goo.gl/CVjUeL
#肯德基南洋沙嗲烤雞 #中秋烤肉 #免烤法寶 #嫦娥玉兔",2016-08-29T16:00:02+0000,link,36,324273577645211_1256843424388217,3074,false,false,ranked,16,false
"【截圖享優惠-免費升級中可 】
$99群星餐-雙星出擊！新推出「美式煙燻薯餅雞腿捲餐$99」&「德州辣醬經典薯餅雞腿堡餐$99」！
出示此嚐鮮券編號K-17，飲料免費升級”中可”！活動時間自2016/8/30-10/03止
＃美式煙燻雞腿捲可換德州辣醬雞腿堡團長決定各吃1次
＃一盒有捲餅加脆腿條加小薯加小可
＃出示截圖即享優惠之帶手機順便抓怪！
＃團長超愛捲餅也是山東人體質的粉絲留言請喊又！",2016-08-29T16:00:01+0000,photo,812,324273577645211_1256985704373989,19143,false,false,ranked,497,false
"中秋送禮又送月餅，有～點～膩
金黃甜蜜的肯德基蛋撻，一咬就是幸福的滋味！
今年中秋，熟客們請和蛋撻禮盒一起同樂！即日起
＊買１本熟客券送１張原味蛋撻兌換券！
＊買３本熟客券送６張原味蛋撻兌換券！
超級優惠蛋撻活動詳情請見👉 http://goo.gl/owqsQR",2016-08-22T16:00:00+0000,link,192,324273577645211_1249795025093057,5969,false,false,ranked,56,false
"百萬撻粉站出來！熟客券活動即日起正式開跑！(鳴槍Bangbangbang)
買1本送1顆、買3送6顆！這麼多好康，團長也要手刀衝去買啦！

活動內容：
- 買1本熟客券  送1顆原味蛋撻 (贈品券,價值$28)
- 買3本熟客券  送6顆原味蛋撻 (贈品券,價值$140)

注意事項
-活動期間：2016/8/23-2016/9/19 
-原味蛋撻贈品券，可加價兌換其他口味蛋撻，兌換期限「 2016/8/23-2016/12/31」，逾期恕無法兌換
-每本熟客券共3張，每張可兌換一盒原味蛋撻(6顆) ，可加價兌換其他口味蛋撻
-熟客券與贈品券不適用於網路訂餐
-詳細活動內容請以門市公告為主,肯德基保有修改優惠的權利",2016-08-22T16:00:00+0000,photo,119,324273577645211_1249773508428542,356,false,false,ranked,27,false
"㊙全台抓寶趣！肯德基幫你送到家
想要抓到最新角色，不用再癡癡的等啦~
📣獨家絕招大公開!!
只要輸入地址，新角色自動送上門！🎁
尋寶傳送門>> https://goo.gl/gh8hzE

#KFCGOTCHA  #KFC外送  #肯德基抓寶 #喔爺到你家",2016-08-18T10:58:27+0000,link,80,324273577645211_1245640385508521,7395,false,false,ranked,67,false
"排隊等等等…等到女友不開心?

肯德基預訂快取，美味隨訂隨取，免等待！一個貼心小舉動，讓你一秒變暖男！現在預訂，滿額再享好禮三選一

征服女友的心，就靠肯德基預訂快取！
>> https://goo.gl/rN9uf8",2016-08-16T11:32:46+0000,link,87,324273577645211_1243303185742241,4949,false,false,ranked,62,false
"農曆七月諸事不宜，禁忌多！？
你敢挑戰 👉 顛覆想像的午夜野餐嗎?

KFC CHIZZA野餐派對組，陪你試膽野餐趣 💪💪💪
➡ https://goo.gl/T6ETvc",2016-08-15T07:00:00+0000,link,219,324273577645211_1242160639189829,23675,false,false,ranked,114,false
"灑櫻花兒感謝  💜💜爺爺桶緣子愛心存錢桶💜💜公益銷售已進入最後倒數!!
☑療癒系100分+☑愛心值100000分! 限量的寶貝就該立馬抓住！

快來KFC補給一組回家收藏吧！",2016-08-14T01:51:52+0000,photo,8,324273577645211_1240984869307406,162,false,false,ranked,14,false
"【七夕抓寶也要抓甜蜜!!】
七夕這天，除了低頭抓寶，也要抬頭看看牛郎織女星，還有身邊的情人唷!! 💖
✔準備好電力滿滿的手機🐥
✔找個櫻花紛飛的公園🌸 🌸
✔帶著KFC CHIZZA雙人分享餐
就是要甜蜜抓寶吃CHIZZA過情人節! ❤❤

#KFCCHIZZA
#KFCPICNIC
#就是要抓寶吃CHIZZA",2016-08-09T08:47:37+0000,photo,13,324273577645211_1236670419738851,269,false,false,ranked,5,false
"【88節野餐開趴教學】

快揪阿爸來過個不一樣的節吧!
✔趴萬: 先找個涼爽又寬廣的野餐點🌴
✔趴兔: 布置出時尚又舒適的場地🎶
✔趴水: 拿出美味又顛覆想像的KFCCHIZZA野餐派對組😍

就是全家一起過個不一樣爸爸節! ❤❤
#父親節快樂
#我愛爸爸
#KFCCHIZZA
#KFCPICNIC",2016-08-05T11:23:21+0000,photo,9,324273577645211_1233154133423813,242,false,false,ranked,3,false
"【KFC X 怪物彈珠】
慶祝『怪物彈珠」與台灣肯德基合作，2016/7/1~2016/7/31購買肯德基專屬怪物彈珠(1人/4人)套餐，將有機會將[KFC之棘蝴蝶女王]手到擒來，另外還可以強化合成至”極運”

詳細活動請參閱餐廳活動桌卡或怪物彈珠官網http://www.monster-strike.com.tw/",2016-06-30T16:01:01+0000,photo,51,324273577645211_1196435567095670,161,false,false,ranked,23,false
"[早餐，就是要吃得像國王！]
肯德基德式經典總匯早餐，特選「法蘭克福燻腸」與「櫸木煙燻培根」，搭配香Q的厚切吐司、金黃酥脆薯餅，以及香滑嫩蛋與營養起司片，再加上LAVAZZA精品好咖啡，讓美好的一天從豐盛美味的早餐開始吧！
美味嚐鮮Let’s go：https://goo.gl/gvTNp5",2016-06-28T07:34:49+0000,link,112,324273577645211_1195115880560972,9181,false,false,ranked,120,false
"【截圖分享-涼爽一夏限時特惠89】
水上活動不夠消暑？讓果漾蘆薈凍凍飲(芒果蘆薈氣泡飲 / 荔枝蘆薈冰茶 兩種口味任選)+咔啦雞腿堡，讓你涼爽一夏！限時優惠只要$89
活動時間自2016/6/7-7/25止，★出示截圖即享優惠★ 
快把好康分享給朋友吧！更多優惠券： http://goo.gl/QFZjlC",2016-06-28T02:09:30+0000,photo,1099,324273577645211_1194973690575191,16072,false,false,ranked,266,false
"【今夏幸福加了「苺」? 】
肯德基草苺起司冰淇淋大福🍓，如「草苺蛋糕」般濃郁又香甜的冰品，限時限量新上市！
Q彈口感✔ 草苺果粒✔ 濃郁冰淇淋✔ 
忙碌生活中，每天都要來點甜頭❤
優惠小確幸這裡找【單顆$39嘗鮮券】👉
https://goo.gl/2xjplT",2016-06-27T16:00:00+0000,link,684,324273577645211_1194451440627416,9705,false,false,ranked,755,false
"肯德基早餐－德式經典總匯早餐澎拜上市～

早餐就該吃個像國王，特選「法蘭克福燻腸」與香氣濃郁的「櫸木煙燻培根」，搭配香甜軟Q的厚切吐司、金黃酥脆薯餅，再加上香滑嫩蛋與營養起司片，喝上一口LAVAZZA好咖啡，讓你活力滿滿, 豐富的餐點組合，憑嘗鮮券只要$109！

手機出示也可以享用優惠喔！！！
快用豐盛美味開啟美好的一天吧～",2016-06-27T13:30:01+0000,photo,61,324273577645211_1194588117280415,462,false,false,ranked,32,false
